Employee_ID,Employee_Name,Gender,Department,Designation,Joining_Date,Location,Salary,Joining_Year,Joining_Month,Joining_Month_Name
1278,Nikhil Agarwal,Female,Operations,Operations Executive,2022-10-14,Panipat,101239.0,2022,10,October
1279,Ananya Agarwal,Male,Marketing,Digital Marketing Analyst,2022-11-04,Noida,22929.0,2022,11,November
1280,Arjun Mehta,Male,Sales,Sales Manager,2021-03-30,Delhi,99487.0,2021,3,March
1281,Arjun Malhotra,Female,Finance,Accountant,2021-03-30,Panipat,71847.0,2021,3,March
1282,Rahul Mehta,Male,Marketing,Marketing Manager,2020-02-24,Gurugram,117040.0,2020,2,February
1283,Aditya Sharma,Male,HR,Recruiter,2019-05-04,Jaipur,39438.0,2019,5,May
1284,Aditya Singh,Female,Marketing,Digital Marketing Analyst,2020-02-26,Panipat,70515.0,2020,2,February
1285,Nikhil Sharma,Male,IT,IT Support Executive,2023-02-17,Noida,27744.0,2023,2,February
1286,Karan Yadav,Female,Finance,Financial Analyst,2023-05-17,Gurugram,105820.0,2023,5,May
1287,Rahul Bansal,Male,HR,HR Executive,2021-02-06,Delhi,64417.0,2021,2,February
1288,Amit Jain,Female,Sales,Business Development Executive,2024-08-06,Gurugram,29069.0,2024,8,August
1289,Simran Jain,Female,Operations,Operations Executive,2025-12-05,Gurugram,64359.0,2025,12,December
1290,Aditya Mehta,Female,HR,HR Manager,2025-01-11,Chandigarh,41799.0,2025,1,January
1291,Amit Sharma,Female,Sales,Business Development Executive,2024-11-09,Gurugram,115762.0,2024,11,November
1292,Meera Mehta,Male,Operations,MIS Executive,2023-03-30,Gurugram,92188.0,2023,3,March
1293,Simran Soni,Female,Operations,Operations Manager,2025-11-07,Panipat,111859.0,2025,11,November
1294,Varun Sharma,Male,HR,HR Executive,2023-10-31,Delhi,29597.0,2023,10,October
1295,Arjun Bansal,Male,Marketing,Marketing Executive,2024-08-06,Panipat,69093.0,2024,8,August
1296,Neha Gupta,Male,Marketing,Marketing Manager,2020-05-24,Panipat,59226.0,2020,5,May
1297,Isha Mehta,Male,Operations,Operations Manager,2022-04-21,Noida,94127.0,2022,4,April
1298,Karan Bansal,Male,Marketing,Marketing Manager,2020-01-21,Panipat,113369.0,2020,1,January
1299,Pooja Chopra,Female,IT,Data Analyst,2023-05-17,Chandigarh,99362.0,2023,5,May
1300,Meera Gupta,Female,Operations,Operations Executive,2025-09-18,Chandigarh,48417.0,2025,9,September
1301,Kavya Kumar,Female,Operations,Operations Manager,2025-04-12,Noida,40693.0,2025,4,April
1302,Rahul Gupta,Male,Sales,Sales Executive,2021-01-11,Jaipur,101674.0,2021,1,January
1303,Isha Mehta,Female,Marketing,Digital Marketing Analyst,2024-03-26,Delhi,75161.0,2024,3,March
1304,Meera Soni,Male,Operations,MIS Executive,2022-12-17,Delhi,24169.0,2022,12,December
1305,Arjun Kumar,Male,IT,Software Engineer,2021-06-19,Unknown,106092.0,2021,6,June
1306,Sneha Mehta,Male,Sales,Business Development Executive,2024-10-13,Panipat,44052.0,2024,10,October
1307,Karan Agarwal,Male,HR,Recruiter,2025-03-10,Jaipur,93849.0,2025,3,March
1308,Priya Malhotra,Female,Operations,Operations Executive,2024-07-02,Panipat,95851.0,2024,7,July
1309,Karan Mishra,Female,IT,Software Engineer,2019-08-30,Delhi,30036.0,2019,8,August
1310,Rahul Gupta,Male,Finance,Finance Executive,2025-12-15,Gurugram,53778.0,2025,12,December
1311,Ananya Soni,Male,IT,System Administrator,2025-07-13,Unknown,49734.0,2025,7,July
1312,Nikhil Chopra,Male,IT,IT Support Executive,2024-07-13,Gurugram,45173.0,2024,7,July
1313,Isha Mehta,Male,Sales,Business Development Executive,2019-06-22,Gurugram,52403.0,2019,6,June
1314,Priya Malhotra,Female,HR,Recruiter,2020-11-02,Delhi,88321.0,2020,11,November
1315,Isha Sharma,Male,Finance,Accountant,2019-06-13,Gurugram,93675.0,2019,6,June
1316,Rohan Jain,Male,Marketing,Marketing Executive,2020-04-09,Jaipur,28344.0,2020,4,April
1317,Pooja Agarwal,Male,Marketing,Marketing Manager,2020-05-11,Noida,40800.0,2020,5,May
1318,Vikas Malhotra,Female,IT,IT Support Executive,2020-11-30,Panipat,47372.0,2020,11,November
1319,Neha Verma,Female,Sales,Sales Manager,2025-09-08,Noida,83516.0,2025,9,September
1320,Vivaan Kumar,Female,Sales,Sales Manager,2020-12-03,Chandigarh,42538.0,2020,12,December
1321,Rahul Patel,Female,Marketing,Marketing Executive,2024-04-24,Panipat,85918.0,2024,4,April
1322,Varun Yadav,Male,Finance,Finance Executive,2025-06-13,Gurugram,36973.0,2025,6,June
1323,Sneha Agarwal,Male,HR,Recruiter,2023-11-27,Chandigarh,93155.0,2023,11,November
1324,Aarav Patel,Female,Finance,Accountant,2019-07-02,Panipat,81500.0,2019,7,July
1325,Meera Sharma,Female,Operations,Operations Manager,2020-09-20,Jaipur,58575.0,2020,9,September
1326,Karan Mehta,Female,Operations,Operations Manager,2023-09-28,Jaipur,64261.0,2023,9,September
1327,Simran Singh,Female,HR,HR Manager,2020-06-29,Jaipur,49716.0,2020,6,June
1328,Arjun Patel,Female,Marketing,Marketing Executive,2023-05-07,Jaipur,25236.0,2023,5,May
1329,Varun Agarwal,Female,HR,HR Manager,2020-09-15,Gurugram,37848.0,2020,9,September
1330,Isha Patel,Female,Sales,Sales Executive,2020-08-16,Noida,24352.0,2020,8,August
1331,Karan Soni,Female,Operations,Operations Executive,2021-01-13,Panipat,23932.0,2021,1,January
1332,Priya Malhotra,Female,IT,System Administrator,2023-11-04,Gurugram,98449.0,2023,11,November
1333,Varun Jain,Female,IT,IT Support Executive,2022-12-30,Jaipur,30556.0,2022,12,December
1334,Aditya Agarwal,Male,Marketing,Digital Marketing Analyst,2024-05-02,Noida,108836.0,2024,5,May
1335,Simran Verma,Female,Sales,Sales Executive,2024-08-30,Chandigarh,27498.0,2024,8,August
1336,Meera Bansal,Male,Finance,Financial Analyst,2025-09-10,Chandigarh,98118.0,2025,9,September
1337,Vikas Agarwal,Female,Sales,Sales Manager,2019-04-15,Chandigarh,72098.0,2019,4,April
1338,Neha Jain,Female,IT,System Administrator,2025-02-17,Jaipur,86386.0,2025,2,February
1339,Aarav Gupta,Male,IT,Data Analyst,2019-01-17,Chandigarh,31569.0,2019,1,January
1340,Simran Bansal,Male,Operations,MIS Executive,2020-01-28,Delhi,78882.0,2020,1,January
1341,Amit Mehta,Male,Sales,Sales Executive,2020-02-29,Unknown,92393.0,2020,2,February
1342,Aarav Patel,Male,Sales,Sales Manager,2024-12-16,Panipat,22340.0,2024,12,December
1343,Rohan Malhotra,Female,IT,Software Engineer,2020-07-25,Jaipur,65949.0,2020,7,July
1344,Isha Agarwal,Male,Finance,Financial Analyst,2024-09-07,Delhi,104302.0,2024,9,September
1345,Simran Agarwal,Male,Marketing,Marketing Executive,2022-01-25,Gurugram,84443.0,2022,1,January
1346,Kavya Kumar,Male,Marketing,Digital Marketing Analyst,2019-08-30,Gurugram,113668.0,2019,8,August
1347,Sneha Patel,Female,Sales,Sales Manager,2025-03-29,Chandigarh,96027.0,2025,3,March
1348,Ananya Bansal,Female,Marketing,Digital Marketing Analyst,2021-02-27,Noida,22138.0,2021,2,February
1349,Rahul Singh,Male,IT,Data Analyst,2020-12-15,Gurugram,22358.0,2020,12,December
1350,Aditya Gupta,Male,IT,Data Analyst,2021-01-28,Noida,97250.0,2021,1,January
1351,Meera Mehta,Male,Sales,Sales Manager,2021-02-14,Panipat,107376.0,2021,2,February
1352,Nikhil Chopra,Female,Sales,Sales Manager,2025-02-25,Noida,52654.0,2025,2,February
1353,Neha Sharma,Female,Operations,Operations Manager,2019-03-20,Panipat,47879.0,2019,3,March
1354,Pooja Chopra,Male,Sales,Sales Manager,2021-05-05,Delhi,103532.0,2021,5,May
1355,Aarav Kumar,Male,Finance,Accountant,2025-11-19,Delhi,77778.0,2025,11,November
1356,Aditya Jain,Male,Marketing,Marketing Manager,2022-12-10,Jaipur,59772.0,2022,12,December
1357,Ananya Bansal,Female,Sales,Sales Manager,2025-11-01,Jaipur,80478.0,2025,11,November
1358,Priya Yadav,Male,HR,Recruiter,2024-11-04,Chandigarh,86353.0,2024,11,November
1359,Rohan Bansal,Male,Operations,Operations Manager,2024-11-18,Gurugram,48762.0,2024,11,November
1360,Vikas Malhotra,Male,HR,HR Manager,2021-10-28,Chandigarh,35283.0,2021,10,October
1361,Arjun Malhotra,Male,IT,Software Engineer,2021-04-24,Panipat,85922.0,2021,4,April
1362,Vikas Malhotra,Female,Marketing,Marketing Executive,2019-03-28,Chandigarh,61420.0,2019,3,March
1363,Nikhil Bansal,Male,Sales,Business Development Executive,2024-09-21,Noida,77568.0,2024,9,September
1364,Rahul Mehta,Female,HR,HR Executive,2020-02-12,Panipat,107090.0,2020,2,February
1365,Arjun Soni,Female,Marketing,Marketing Executive,2023-07-27,Jaipur,42219.0,2023,7,July
1366,Amit Mehta,Male,IT,IT Support Executive,2019-05-28,Delhi,79169.0,2019,5,May
1367,Aarav Kumar,Male,Finance,Finance Executive,2025-05-13,Jaipur,96965.0,2025,5,May
1368,Meera Agarwal,Female,Operations,Operations Executive,2019-08-20,Gurugram,68840.0,2019,8,August
1369,Sneha Agarwal,Male,Marketing,Digital Marketing Analyst,2024-05-04,Panipat,66695.0,2024,5,May
1370,Simran Mishra,Male,Marketing,Marketing Manager,2020-01-01,Panipat,106754.0,2020,1,January
1371,Aditya Agarwal,Female,Finance,Finance Executive,2023-08-02,Noida,99988.0,2023,8,August
1372,Rohan Verma,Male,Marketing,Digital Marketing Analyst,2020-03-11,Gurugram,80342.0,2020,3,March
1373,Varun Kumar,Male,IT,Software Engineer,2020-02-03,Delhi,40951.0,2020,2,February
1374,Kavya Mehta,Male,IT,IT Support Executive,2022-05-19,Panipat,23307.0,2022,5,May
1375,Vivaan Malhotra,Female,Finance,Finance Executive,2022-11-15,Panipat,102388.0,2022,11,November
1376,Nikhil Soni,Male,Operations,MIS Executive,2025-12-21,Noida,112768.0,2025,12,December
1377,Simran Kumar,Male,Sales,Sales Manager,2020-07-16,Chandigarh,57428.0,2020,7,July
1378,Aarav Patel,Male,HR,HR Manager,2025-10-25,Delhi,114021.0,2025,10,October
1379,Aarav Verma,Male,Sales,Sales Executive,2022-07-08,Jaipur,97774.0,2022,7,July
1380,Kavya Sharma,Male,Marketing,Marketing Manager,2021-02-11,Gurugram,60975.0,2021,2,February
1381,Ananya Kumar,Male,HR,HR Executive,2025-07-25,Panipat,23140.0,2025,7,July
1382,Amit Agarwal,Female,Finance,Accountant,2024-07-30,Panipat,46842.0,2024,7,July
1383,Aarav Verma,Male,Finance,Financial Analyst,2022-09-05,Jaipur,48421.0,2022,9,September
1384,Neha Gupta,Male,Operations,MIS Executive,2024-12-25,Delhi,23708.0,2024,12,December
1385,Aarav Kumar,Male,HR,Recruiter,2023-04-23,Chandigarh,71847.0,2023,4,April
1386,Sneha Jain,Male,IT,System Administrator,2021-09-18,Panipat,41595.0,2021,9,September
1387,Rohan Bansal,Male,HR,HR Manager,2025-08-12,Delhi,98021.0,2025,8,August
1388,Amit Kumar,Female,Marketing,Digital Marketing Analyst,2022-05-31,Jaipur,50308.0,2022,5,May
1389,Rahul Patel,Male,IT,Data Analyst,2019-12-26,Noida,66789.0,2019,12,December
1390,Aditya Kumar,Male,Finance,Financial Analyst,2021-07-09,Chandigarh,77690.0,2021,7,July
1391,Rahul Kumar,Male,HR,HR Manager,2025-07-04,Gurugram,48086.0,2025,7,July
1392,Rahul Malhotra,Female,Sales,Business Development Executive,2025-11-15,Panipat,38859.0,2025,11,November
1393,Priya Gupta,Female,Operations,Operations Executive,2021-08-20,Delhi,29684.0,2021,8,August
1394,Amit Kumar,Female,Sales,Business Development Executive,2024-01-02,Noida,113088.0,2024,1,January
1395,Pooja Mehta,Male,Operations,Operations Executive,2023-06-02,Gurugram,23207.0,2023,6,June
1396,Pooja Sharma,Female,Marketing,Digital Marketing Analyst,2023-06-29,Delhi,68099.0,2023,6,June
1397,Varun Agarwal,Male,Sales,Sales Executive,2025-01-25,Delhi,89496.0,2025,1,January
1398,Simran Singh,Male,HR,Recruiter,2019-08-05,Gurugram,88093.0,2019,8,August
1399,Aarav Sharma,Male,HR,Recruiter,2020-01-13,Noida,51689.0,2020,1,January
1400,Vikas Verma,Male,Sales,Sales Executive,2019-04-29,Jaipur,70651.0,2019,4,April
1401,Vikas Jain,Female,HR,HR Manager,2019-07-09,Noida,35893.0,2019,7,July
1402,Vivaan Patel,Female,Marketing,Digital Marketing Analyst,2020-01-05,Chandigarh,119808.0,2020,1,January
1403,Aditya Soni,Male,IT,System Administrator,2023-12-07,Panipat,88418.0,2023,12,December
1404,Nikhil Bansal,Female,Marketing,Marketing Executive,2025-01-05,Gurugram,82011.0,2025,1,January
1405,Aarav Patel,Female,Operations,Operations Manager,2020-10-13,Jaipur,60635.0,2020,10,October
1406,Isha Kumar,Female,Marketing,Digital Marketing Analyst,2024-02-26,Gurugram,78115.0,2024,2,February
1407,Amit Chopra,Female,Operations,MIS Executive,2023-02-20,Gurugram,117071.0,2023,2,February
1408,Kavya Jain,Female,HR,HR Manager,2021-02-08,Noida,100405.0,2021,2,February
1409,Kavya Kumar,Female,IT,Software Engineer,2025-08-18,Panipat,94702.0,2025,8,August
1410,Pooja Verma,Female,HR,Recruiter,2021-02-19,Chandigarh,100518.0,2021,2,February
1411,Ananya Gupta,Male,Finance,Finance Executive,2023-09-13,Delhi,94805.0,2023,9,September
1412,Karan Patel,Male,HR,HR Executive,2025-01-16,Delhi,80954.0,2025,1,January
1413,Vivaan Patel,Female,Operations,MIS Executive,2025-07-26,Gurugram,50064.0,2025,7,July
1414,Nikhil Verma,Male,HR,HR Manager,2022-08-04,Panipat,101063.0,2022,8,August
1415,Nikhil Mishra,Female,HR,HR Manager,2022-06-03,Jaipur,24454.0,2022,6,June
1416,Kavya Soni,Male,IT,Software Engineer,2020-06-06,Noida,42878.0,2020,6,June
1417,Varun Chopra,Male,HR,HR Manager,2020-06-05,Panipat,73098.0,2020,6,June
1418,Vivaan Singh,Male,IT,IT Support Executive,2021-02-21,Panipat,84154.0,2021,2,February
1419,Rohan Sharma,Male,Sales,Sales Executive,2025-05-09,Noida,34991.0,2025,5,May
1420,Kavya Bansal,Female,Finance,Accountant,2021-07-24,Gurugram,90344.0,2021,7,July
1421,Priya Gupta,Female,IT,Data Analyst,2025-02-08,Panipat,58593.0,2025,2,February
1422,Amit Kumar,Female,Operations,Operations Executive,2023-08-16,Delhi,58304.0,2023,8,August
1423,Arjun Malhotra,Female,Sales,Sales Manager,2020-05-02,Noida,52386.0,2020,5,May
1424,Amit Malhotra,Male,IT,System Administrator,2024-01-25,Jaipur,77220.0,2024,1,January
1425,Amit Bansal,Male,IT,System Administrator,2021-04-25,Chandigarh,91338.0,2021,4,April
1426,Meera Yadav,Female,Finance,Accountant,2024-12-11,Gurugram,116289.0,2024,12,December
1427,Rahul Verma,Male,Operations,Operations Manager,2025-09-27,Noida,43083.0,2025,9,September
1428,Rohan Kumar,Male,Marketing,Digital Marketing Analyst,2024-06-26,Chandigarh,40354.0,2024,6,June
1429,Vivaan Agarwal,Male,Marketing,Marketing Manager,2023-10-15,Chandigarh,44190.0,2023,10,October
1430,Ananya Soni,Male,IT,IT Support Executive,2020-11-16,Jaipur,28142.0,2020,11,November
1431,Sneha Soni,Female,HR,Recruiter,2024-11-30,Panipat,50398.0,2024,11,November
1432,Varun Chopra,Female,Operations,Operations Manager,2024-12-09,Jaipur,73971.0,2024,12,December
1433,Sneha Chopra,Male,Sales,Sales Executive,2023-04-17,Panipat,63862.0,2023,4,April
1434,Ananya Patel,Female,HR,Recruiter,2022-05-30,Panipat,75410.0,2022,5,May
1435,Sneha Yadav,Female,HR,HR Executive,2019-02-08,Noida,41503.0,2019,2,February
1436,Arjun Yadav,Male,Operations,Operations Executive,2025-12-19,Noida,70456.0,2025,12,December
1437,Arjun Yadav,Female,IT,System Administrator,2021-02-18,Gurugram,104035.0,2021,2,February
1438,Aditya Gupta,Female,IT,IT Support Executive,2022-06-10,Panipat,30016.0,2022,6,June
1439,Nikhil Agarwal,Male,IT,Software Engineer,2025-01-05,Chandigarh,24384.0,2025,1,January
1440,Varun Gupta,Male,IT,Software Engineer,2024-04-11,Delhi,84320.0,2024,4,April
1441,Rahul Verma,Male,Marketing,Digital Marketing Analyst,2019-10-29,Gurugram,71847.0,2019,10,October
1442,Priya Agarwal,Male,IT,IT Support Executive,2025-04-04,Noida,102018.0,2025,4,April
1443,Rohan Sharma,Male,Marketing,Marketing Executive,2020-10-08,Jaipur,62510.0,2020,10,October
1444,Rahul Mehta,Female,Marketing,Digital Marketing Analyst,2020-10-24,Gurugram,70933.0,2020,10,October
1445,Isha Malhotra,Male,IT,IT Support Executive,2025-04-02,Gurugram,43826.0,2025,4,April
1446,Pooja Verma,Male,Finance,Finance Executive,2023-10-26,Gurugram,90026.0,2023,10,October
1447,Amit Mishra,Female,Sales,Business Development Executive,2025-02-28,Gurugram,47518.0,2025,2,February
1448,Simran Soni,Female,HR,HR Manager,2019-09-13,Delhi,46045.0,2019,9,September
1449,Neha Malhotra,Male,Marketing,Marketing Manager,2020-08-20,Jaipur,72876.0,2020,8,August
1450,Kavya Mehta,Male,Operations,Operations Executive,2020-10-23,Jaipur,114446.0,2020,10,October
1451,Kavya Yadav,Male,Operations,Operations Executive,2019-08-23,Jaipur,112102.0,2019,8,August
1452,Ananya Chopra,Female,Sales,Sales Executive,2022-09-30,Panipat,73919.0,2022,9,September
1453,Sneha Agarwal,Male,Operations,MIS Executive,2021-02-08,Chandigarh,49103.0,2021,2,February
1454,Amit Malhotra,Male,Finance,Accountant,2019-08-01,Jaipur,58188.0,2019,8,August
1455,Arjun Sharma,Female,Operations,MIS Executive,2020-04-07,Gurugram,27845.0,2020,4,April
1456,Vikas Sharma,Male,HR,HR Executive,2025-10-19,Gurugram,108698.0,2025,10,October
1457,Aditya Agarwal,Female,HR,HR Manager,2019-10-10,Jaipur,58674.0,2019,10,October
1458,Meera Chopra,Female,Marketing,Marketing Manager,2023-01-26,Jaipur,41337.0,2023,1,January
1459,Kavya Chopra,Male,IT,System Administrator,2022-12-01,Gurugram,44313.0,2022,12,December
1460,Pooja Malhotra,Female,Finance,Accountant,2019-03-29,Panipat,48943.0,2019,3,March
1461,Pooja Yadav,Male,Marketing,Marketing Manager,2021-12-03,Noida,99949.0,2021,12,December
1462,Vivaan Agarwal,Female,Finance,Finance Executive,2020-04-05,Noida,22276.0,2020,4,April
1463,Pooja Soni,Male,IT,Data Analyst,2025-05-14,Jaipur,73151.0,2025,5,May
1464,Varun Jain,Female,Operations,Operations Manager,2025-10-04,Delhi,39611.0,2025,10,October
1465,Aditya Chopra,Male,Operations,Operations Executive,2023-09-21,Jaipur,33944.0,2023,9,September
1466,Pooja Soni,Female,IT,Data Analyst,2022-10-08,Jaipur,74887.0,2022,10,October
1467,Kavya Bansal,Female,Marketing,Marketing Executive,2020-05-29,Noida,103442.0,2020,5,May
1468,Simran Verma,Male,IT,IT Support Executive,2020-12-03,Gurugram,71847.0,2020,12,December
1469,Rohan Gupta,Female,Sales,Sales Executive,2023-07-12,Jaipur,80653.0,2023,7,July
1470,Varun Chopra,Male,HR,HR Executive,2024-08-28,Gurugram,108072.0,2024,8,August
1471,Rahul Bansal,Male,Marketing,Marketing Manager,2019-01-23,Gurugram,78622.0,2019,1,January
1472,Priya Jain,Male,Finance,Financial Analyst,2025-09-26,Delhi,49810.0,2025,9,September
1473,Amit Jain,Male,Sales,Sales Executive,2021-11-19,Gurugram,99842.0,2021,11,November
1474,Isha Mehta,Male,Marketing,Digital Marketing Analyst,2024-01-05,Noida,32503.0,2024,1,January
1475,Amit Agarwal,Female,IT,Software Engineer,2024-11-25,Panipat,106761.0,2024,11,November
1476,Meera Mehta,Male,IT,Data Analyst,2022-07-28,Panipat,58976.0,2022,7,July
1477,Arjun Malhotra,Female,IT,Data Analyst,2022-02-08,Chandigarh,33590.0,2022,2,February
1478,Aditya Mehta,Male,IT,Software Engineer,2024-12-23,Jaipur,32886.0,2024,12,December
1479,Simran Verma,Female,Finance,Finance Executive,2019-12-28,Noida,34866.0,2019,12,December
1480,Kavya Singh,Female,Sales,Sales Manager,2024-12-16,Unknown,88624.0,2024,12,December
1481,Kavya Patel,Male,Operations,MIS Executive,2024-03-14,Panipat,90899.0,2024,3,March
1482,Vivaan Chopra,Female,HR,Recruiter,2022-07-08,Noida,54792.0,2022,7,July
1483,Vikas Yadav,Male,Finance,Accountant,2020-05-29,Panipat,31764.0,2020,5,May
1484,Amit Bansal,Female,Finance,Accountant,2020-03-24,Gurugram,108156.0,2020,3,March
1485,Varun Malhotra,Male,Operations,Operations Executive,2024-04-07,Panipat,64727.0,2024,4,April
1486,Neha Kumar,Female,Operations,Operations Manager,2023-02-15,Unknown,100471.0,2023,2,February
1487,Rohan Singh,Male,HR,HR Executive,2022-06-01,Jaipur,30068.0,2022,6,June
1488,Vivaan Soni,Male,HR,HR Executive,2024-01-30,Chandigarh,29295.0,2024,1,January
1489,Simran Patel,Female,Operations,Operations Manager,2021-05-23,Chandigarh,63160.0,2021,5,May
1490,Rahul Mehta,Male,IT,Data Analyst,2025-11-25,Panipat,33390.0,2025,11,November
1491,Aarav Kumar,Male,Finance,Accountant,2022-11-29,Noida,42131.0,2022,11,November
1492,Rohan Patel,Male,Marketing,Marketing Executive,2025-06-07,Jaipur,116754.0,2025,6,June
1493,Sneha Singh,Male,HR,HR Executive,2025-03-28,Noida,97969.0,2025,3,March
1494,Ananya Mishra,Male,HR,HR Executive,2023-10-21,Noida,37038.0,2023,10,October
1495,Neha Jain,Male,Operations,MIS Executive,2021-07-11,Panipat,74327.0,2021,7,July
1496,Aditya Gupta,Male,Sales,Business Development Executive,2024-11-29,Noida,115718.0,2024,11,November
1497,Vikas Kumar,Male,Marketing,Marketing Executive,2021-11-02,Jaipur,99064.0,2021,11,November
1498,Arjun Yadav,Female,Marketing,Marketing Manager,2022-11-17,Gurugram,43281.0,2022,11,November
1499,Rohan Verma,Male,HR,HR Manager,2025-12-22,Chandigarh,76189.0,2025,12,December
1500,Meera Bansal,Male,IT,System Administrator,2025-03-31,Gurugram,70511.0,2025,3,March
